voltage_phase_a,voltage_phase_b,voltage_phase_c,current_phase_a,current_phase_b,current_phase_c,types
-1330.818347,-27360.9749,28691.79324,-100.0923954,-86.76850775,186.8609031,1
-110.1400282,-27994.83933,28104.97936,-94.06698138,-92.95108556,187.0180669,1
1110.694806,-28588.92156,27478.22675,-87.90789308,-99.00157478,186.9094679,1
2329.951281,-29142.37737,26812.42609,-81.62388286,-104.9113774,186.5352602,1
3545.896769,-29654.42027,26108.5235,-75.22388063,-110.6720951,185.8959757,1
4756.803343,-30124.32261,25367.51927,-68.71698115,-116.2755418,184.9925229,1
5960.950239,-30551.41664,24590.4664,-62.11243108,-121.7137545,183.8261856,1
7156.626299,-30935.09544,23778.46914,-55.41961584,-126.9790054,182.3986212,1
8342.132402,-31274.81377,22932.68137,-48.6480463,-132.0638121,180.7118584,1
9515.783877,-31570.08888,22054.30501,-41.80734522,-136.9609489,178.7682942,1
10675.9129,-31820.50117,21144.58827,-34.90723362,-141.6634568,176.5706904,1
11820.87087,-32025.69479,20204.82392,-27.95751693,-146.1646531,174.12217,1
12949.03074,-32185.37814,19236.3474,-20.96807108,-150.4581414,171.4262125,1
14058.78932,-32299.32431,18240.53498,-13.94882845,-154.5378205,168.4866489,1
15148.5696,-32367.37137,17218.80177,-6.909763776,-158.3978929,165.3076567,1
16216.82293,-32389.42262,16172.59969,0.139120053,-162.0328732,161.8937531,1
17262.03126,-32365.44673,15103.41547,7.187806185,-165.4375959,158.2497897,1
18282.70931,-32295.47777,14012.76847,14.22627805,-168.6072228,154.3809447,1
19277.40662,-32179.61517,12902.20855,21.2445336,-171.5372495,150.2927159,1
20244.70969,-32018.02358,11773.31389,28.2325995,-174.2235125,145.990913,1
21183.24391,-31810.93262,10627.68871,35.18054533,-176.6621943,141.481649,1
22091.67559,-31558.63659,9466.961001,42.07849769,-178.8498294,136.7713318,1
22968.71379,-31261.49401,8292.780222,48.91665419,-180.7833092,131.866655,1
23813.11218,-30919.92713,7106.814949,55.68529745,-182.459886,126.7745885,1
24623.67084,-30534.42135,5910.750503,62.37480886,-183.8771773,121.5023684,1
25399.23792,-30105.52448,4706.286556,68.97568225,-185.0331691,116.0574868,1
26138.71129,-29633.84601,3495.13472,75.47853743,-185.9262186,110.4476812,1
26841.04013,-29120.05623,2279.016105,81.87413347,-186.5550568,104.6809233,1
27505.22637,-28564.88526,1059.658884,88.15338189,-186.91879,98.76540815,1
28130.32619,-27969.12201,-161.2041707,94.30735952,-187.0169015,92.70954193,1
28715.45127,-27333.61312,-1381.838145,100.3273212,-186.8492516,86.52193037,1
29259.77012,-26659.26167,-2600.508452,106.2047124,-186.4160788,80.21136642,1
29762.50924,-25947.02594,-3815.483294,111.9311808,-185.7179985,73.78681773,1
30222.9542,-25197.91808,-5025.036126,117.4985888,-184.7560027,67.25741393,1
30640.4507,-24413.00259,-6227.448106,122.899025,-183.5314586,60.63243367,1
31014.40543,-23593.39489,-7421.010542,128.1248149,-182.0461063,53.9212914,1
31344.287,-22740.25969,-8604.027315,133.1685324,-180.3020564,47.13352402,1
31629.62662,-21854.80933,-9774.817295,138.0230102,-178.3017875,40.27877733,1
31870.01882,-20938.30209,-10931.71673,142.6813497,-176.048142,33.36679229,1
32065.12197,-19992.04038,-12073.08159,147.1369312,-173.5443224,26.40739121,1
32214.65883,-19017.36889,-13197.28994,151.383423,-170.7938868,19.41046379,1
32318.41689,-18015.67267,-14302.74422,155.4147908,-167.8007438,12.38595303,1
32376.24872,-16988.3752,-15387.87352,159.2253056,-164.5691468,5.343841162,1
32388.07212,-15936.93631,-16451.13581,162.8095526,-161.103688,-1.705864601,1
32353.87031,-14862.85017,-17491.02013,166.1624382,-157.409292,-8.753146238,1
32273.69187,-13767.64311,-18506.04876,169.279198,-153.4912088,-15.78798917,1
32147.65075,-12652.87147,-19494.77928,172.1554027,-149.3550062,-22.80039651,1
31975.92606,-11520.1194,-20455.80666,174.7869652,-145.006562,-29.78040324,1
31758.76183,-10370.99662,-21387.76521,177.1701459,-140.4520555,-36.71809039,1
31496.46666,-9207.136086,-22289.33057,179.3015581,-135.697959,-43.60359912,1
31189.41329,-8030.191706,-23159.22158,181.1781729,-130.7510282,-50.42714475,1
30838.03805,-6841.835984,-23996.20207,182.7973237,-125.6182931,-57.17903065,1
30442.84028,-5643.757638,-24799.08264,184.1567095,-120.3070475,-63.84966201,1
30004.38156,-4437.659204,-25566.72236,185.2543985,-114.824839,-70.42955952,1
29523.28498,-3225.254614,-26298.03037,186.0888308,-109.1794581,-76.90937276,1
29000.23419,-2008.26676,-26991.96743,186.6588208,-103.3789272,-83.27989358,1
28435.97248,-788.4250499,-27647.54743,186.9635584,-97.43148925,-89.53206911,1
27831.3017,432.5370558,-28263.83876,187.0026105,-91.3455958,-95.65701468,1
27187.08112,1652.884503,-28839.96562,186.7759216,-85.12989526,-101.6460264,1
